timestamp,output[0],output[1],output[2],output[3]
0,1050.0,1050.0,1050.0,1050.0
102497,1050.0,1050.0,1050.0,1050.0
199992,1050.0,1050.0,1050.0,1050.0
302458,1050.0,1050.0,1050.0,1050.0
400036,1050.0,1050.0,1050.0,1050.0
502555,1050.0,1050.0,1050.0,1050.0
605002,1210.0,1189.0,1064.0,1050.0
702512,1272.0,1202.0,1085.0,1051.0
802506,1190.0,1111.0,1158.0,1151.0
899988,1187.0,1113.0,1163.0,1157.0
1002481,1189.0,1132.0,1187.0,1131.0
1099985,1221.0,1169.0,1217.0,1180.0
1202485,1231.0,1180.0,1208.0,1183.0
1304982,1249.0,1169.0,1220.0,1174.0
1402471,1240.0,1168.0,1229.0,1185.0
1502472,1280.0,1169.0,1228.0,1212.0
1602489,1384.0,1214.0,1290.0,1299.0
1702477,1393.0,1241.0,1360.0,1234.0
1799976,1337.0,1336.0,1339.0,1226.0
1902506,1286.0,1324.0,1348.0,1300.0
2004994,1365.0,1366.0,1380.0,1284.0
2102478,1276.0,1425.0,1367.0,1423.0
2202478,1374.0,1372.0,1395.0,1405.0
2299985,1334.0,1392.0,1383.0,1473.0
2402469,1391.0,1333.0,1468.0,1391.0
2499978,1351.0,1350.0,1416.0,1432.0
2602499,1273.0,1391.0,1432.0,1414.0
2704994,1448.0,1252.0,1429.0,1379.0
2802472,1357.0,1274.0,1356.0,1481.0
2902476,1324.0,1317.0,1431.0,1458.0
3002504,1355.0,1394.0,1426.0,1481.0
3102469,1362.0,1395.0,1491.0,1377.0
3199983,1379.0,1366.0,1453.0,1430.0
3302527,1334.0,1362.0,1433.0,1491.0
3405008,1285.0,1369.0,1465.0,1415.0
3502473,1261.0,1401.0,1399.0,1430.0
3602497,1331.0,1385.0,1393.0,1418.0
3699989,1304.0,1402.0,1333.0,1494.0
3802474,1313.0,1358.0,1456.0,1445.0
3899578,1370.0,1418.0,1441.0,1526.0
4002088,1453.0,1408.0,1404.0,1587.0
4105019,1468.0,1358.0,1431.0,1527.0
4202469,1232.0,1430.0,1432.0,1466.0
4302478,1213.0,1255.0,1428.0,1386.0
4402483,1260.0,1266.0,1380.0,1389.0
4502469,1306.0,1332.0,1364.0,1372.0
4599985,1305.0,1444.0,1476.0,1399.0
4702485,1467.0,1474.0,1609.0,1494.0
4804997,1559.0,1458.0,1480.0,1603.0
4902481,1542.0,1375.0,1489.0,1694.0
5002490,1393.0,1483.0,1602.0,1430.0
5099978,1412.0,1359.0,1482.0,1478.0
5202469,1315.0,1412.0,1488.0,1477.0
5299996,1323.0,1367.0,1474.0,1397.0
5402485,1319.0,1364.0,1416.0,1434.0
5505006,1257.0,1345.0,1403.0,1398.0
5602531,1325.0,1244.0,1402.0,1366.0
5702489,1245.0,1345.0,1442.0,1313.0
5800001,1285.0,1351.0,1469.0,1380.0
5902486,1282.0,1396.0,1451.0,1453.0
5999986,1342.0,1374.0,1516.0,1418.0
6102518,1370.0,1353.0,1519.0,1399.0
6205005,1301.0,1455.0,1563.0,1452.0
6302483,1421.0,1405.0,1482.0,1511.0
6402512,1353.0,1379.0,1583.0,1424.0
6502501,1299.0,1375.0,1371.0,1511.0
6602492,1255.0,1367.0,1403.0,1449.0
6700007,1274.0,1340.0,1445.0,1383.0
6802495,1266.0,1392.0,1486.0,1363.0
6905003,1396.0,1384.0,1476.0,1492.0
7002501,1409.0,1414.0,1632.0,1404.0
7102520,1416.0,1397.0,1570.0,1489.0
7202545,1249.0,1532.0,1674.0,1396.0
7302512,1392.0,1367.0,1468.0,1501.0
7400028,1403.0,1343.0,1446.0,1524.0
7502488,1370.0,1341.0,1520.0,1476.0
7605039,1262.0,1387.0,1493.0,1421.0
7702498,1365.0,1310.0,1361.0,1459.0
7802499,1312.0,1327.0,1386.0,1416.0
7902496,1322.0,1326.0,1419.0,1391.0
8002484,1434.0,1243.0,1462.0,1427.0
8099989,1453.0,1385.0,1479.0,1440.0
8202531,1370.0,1458.0,1551.0,1447.0
8305001,1364.0,1448.0,1549.0,1466.0
8402481,1412.0,1408.0,1573.0,1426.0
8502490,1503.0,1357.0,1534.0,1413.0
8602508,1342.0,1447.0,1656.0,1359.0
8702482,1346.0,1391.0,1569.0,1334.0
8800002,1357.0,1331.0,1379.0,1482.0
8902568,1362.0,1280.0,1448.0,1423.0
9005102,1359.0,1280.0,1497.0,1355.0
9102092,1342.0,1308.0,1452.0,1399.0
9202537,1392.0,1293.0,1505.0,1399.0
9302569,1444.0,1310.0,1563.0,1356.0
9402516,1322.0,1428.0,1452.0,1514.0
9499998,1400.0,1383.0,1540.0,1405.0
9602482,1341.0,1420.0,1507.0,1453.0
9704994,1290.0,1447.0,1460.0,1476.0
9802487,1384.0,1335.0,1486.0,1452.0
9902505,1372.0,1382.0,1493.0,1462.0
10002493,1396.0,1376.0,1461.0,1512.0
10102490,1326.0,1408.0,1418.0,1570.0
10199979,1325.0,1362.0,1528.0,1474.0
10302507,1384.0,1271.0,1468.0,1459.0
10405004,1226.0,1400.0,1416.0,1465.0
10502482,1358.0,1325.0,1399.0,1403.0
10602482,1305.0,1343.0,1391.0,1397.0
10702481,1308.0,1383.0,1462.0,1429.0
10802451,1408.0,1443.0,1472.0,1532.0
10900040,1416.0,1492.0,1561.0,1472.0
11002618,1461.0,1438.0,1467.0,1597.0
11105043,1500.0,1409.0,1496.0,1558.0
11202533,1455.0,1421.0,1646.0,1412.0
