timestamp,output[0],output[1],output[2],output[3]
0,1050.0,1050.0,1050.0,1050.0
104986,1050.0,1050.0,1050.0,1050.0
199996,1050.0,1050.0,1050.0,1050.0
302484,1050.0,1050.0,1050.0,1050.0
399992,1050.0,1050.0,1050.0,1050.0
502555,1104.0,1053.0,1091.0,1065.0
599977,1129.0,1101.0,1119.0,1096.0
699988,1168.0,1110.0,1184.0,1130.0
802480,1251.0,1170.0,1222.0,1193.0
900036,1206.0,1206.0,1266.0,1167.0
1002547,1261.0,1155.0,1260.0,1170.0
1099993,1284.0,1142.0,1273.0,1179.0
1202541,1279.0,1241.0,1280.0,1241.0
1299983,1355.0,1276.0,1367.0,1258.0
1399981,1323.0,1295.0,1390.0,1287.0
1502497,1348.0,1325.0,1342.0,1370.0
1599970,1413.0,1316.0,1401.0,1420.0
1702477,1338.0,1393.0,1412.0,1439.0
1799991,1282.0,1408.0,1533.0,1416.0
1902535,1397.0,1304.0,1560.0,1372.0
1999974,1327.0,1400.0,1516.0,1399.0
2099975,1332.0,1374.0,1411.0,1531.0
2202648,1379.0,1361.0,1416.0,1497.0
2299971,1421.0,1298.0,1526.0,1399.0
2402466,1405.0,1320.0,1345.0,1571.0
2499973,1348.0,1337.0,1484.0,1411.0
2602526,1315.0,1303.0,1399.0,1428.0
2699976,1337.0,1287.0,1456.0,1365.0
2799977,1435.0,1216.0,1470.0,1400.0
2902501,1331.0,1394.0,1450.0,1436.0
2999999,1210.0,1478.0,1464.0,1469.0
3102494,1518.0,1368.0,1469.0,1562.0
3199982,1394.0,1437.0,1525.0,1552.0
3302514,1410.0,1390.0,1531.0,1454.0
3399979,1378.0,1390.0,1421.0,1503.0
3499982,1371.0,1318.0,1488.0,1398.0
3602495,1463.0,1251.0,1537.0,1390.0
3699971,1315.0,1408.0,1426.0,1472.0
3802526,1311.0,1392.0,1555.0,1412.0
3899979,1294.0,1415.0,1585.0,1421.0
4002517,1304.0,1420.0,1430.0,1549.0
4099979,1165.0,1429.0,1506.0,1401.0
4199980,1286.0,1326.0,1423.0,1407.0
4302494,1323.0,1302.0,1370.0,1418.0
4399983,1289.0,1312.0,1414.0,1365.0
4502471,1287.0,1330.0,1450.0,1408.0
4600035,1252.0,1471.0,1408.0,1543.0
4702552,1501.0,1312.0,1436.0,1541.0
4800011,1416.0,1403.0,1545.0,1440.0
4899991,1313.0,1452.0,1439.0,1524.0
5000021,1298.0,1338.0,1518.0,1419.0
5099995,1415.0,1241.0,1528.0,1391.0
5202479,1263.0,1413.0,1492.0,1534.0
5300000,1313.0,1362.0,1569.0,1472.0
5402524,1264.0,1367.0,1677.0,1378.0
5497576,1294.0,1397.0,1508.0,1480.0
5599998,1315.0,1323.0,1546.0,1408.0
5700111,1362.0,1250.0,1523.0,1382.0
5800030,1303.0,1279.0,1501.0,1432.0
5902561,1200.0,1420.0,1477.0,1419.0
6000031,1231.0,1538.0,1459.0,1517.0
6102520,1462.0,1312.0,1530.0,1474.0
6199984,1441.0,1359.0,1330.0,1638.0
6299993,1345.0,1472.0,1466.0,1485.0
6400012,1419.0,1346.0,1603.0,1416.0
6499992,1353.0,1419.0,1415.0,1528.0
6602499,1404.0,1268.0,1500.0,1404.0
6699987,1337.0,1331.0,1493.0,1402.0
6802528,1307.0,1400.0,1407.0,1458.0
6899982,1275.0,1405.0,1499.0,1370.0
6999984,1346.0,1340.0,1420.0,1437.0
7100015,1361.0,1378.0,1380.0,1512.0
7200076,1356.0,1383.0,1440.0,1475.0
7302538,1452.0,1256.0,1454.0,1468.0
7400029,1455.0,1292.0,1443.0,1481.0
7502546,1278.0,1475.0,1536.0,1459.0
7600018,1229.0,1506.0,1502.0,1507.0
7699982,1494.0,1286.0,1509.0,1424.0
7800043,1284.0,1445.0,1372.0,1556.0
7899981,1229.0,1452.0,1468.0,1472.0
8002479,1237.0,1407.0,1454.0,1474.0
8099984,1378.0,1265.0,1417.0,1453.0
8202501,1354.0,1291.0,1405.0,1463.0
8299975,1311.0,1348.0,1387.0,1563.0
8399970,1447.0,1315.0,1378.0,1579.0
8502553,1241.0,1462.0,1629.0,1377.0
8600060,1378.0,1366.0,1526.0,1465.0
8702537,1262.0,1511.0,1433.0,1520.0
8800035,1259.0,1437.0,1483.0,1498.0
8902520,1450.0,1280.0,1493.0,1450.0
8999990,1437.0,1331.0,1399.0,1546.0
9099995,1320.0,1449.0,1401.0,1539.0
9202481,1380.0,1328.0,1507.0,1442.0
9300023,1330.0,1352.0,1482.0,1415.0
9402476,1348.0,1333.0,1481.0,1424.0
9500012,1330.0,1349.0,1445.0,1464.0
9602507,1377.0,1323.0,1435.0,1431.0
9699976,1392.0,1277.0,1453.0,1444.0
9799986,1262.0,1422.0,1474.0,1427.0
9902483,1410.0,1364.0,1496.0,1436.0
9999977,1357.0,1415.0,1496.0,1483.0
10102473,1419.0,1417.0,1492.0,1430.0
10199978,1474.0,1387.0,1359.0,1505.0
10302502,1297.0,1446.0,1567.0,1623.0
10399979,1459.0,1391.0,1459.0,1599.0
10502538,1358.0,1470.0,1540.0,1455.0
10602504,1354.0,1349.0,1377.0,1590.0
10699975,1309.0,1361.0,1418.0,1491.0
10802472,1354.0,1278.0,1467.0,1434.0
10899994,1347.0,1315.0,1394.0,1458.0
11002527,1293.0,1350.0,1454.0,1426.0
11099983,1449.0,1257.0,1479.0,1374.0
11199984,1339.0,1364.0,1507.0,1372.0
11302503,1355.0,1381.0,1479.0,1432.0
11399976,1350.0,1386.0,1386.0,1530.0
11502477,1219.0,1484.0,1430.0,1511.0
11599975,1393.0,1382.0,1453.0,1515.0
11702517,1366.0,1393.0,1595.0,1375.0
11799970,1278.0,1477.0,1512.0,1456.0
11900013,1284.0,1403.0,1517.0,1449.0
12002475,1425.0,1305.0,1420.0,1472.0
12099983,1378.0,1321.0,1502.0,1420.0
12202564,1333.0,1386.0,1424.0,1537.0
12299981,1317.0,1404.0,1501.0,1501.0
12402506,1432.0,1315.0,1510.0,1425.0
12499971,1445.0,1283.0,1539.0,1410.0
12599973,1338.0,1388.0,1450.0,1494.0
12702473,1302.0,1393.0,1507.0,1474.0
12800012,1379.0,1340.0,1527.0,1434.0
12902501,1362.0,1373.0,1491.0,1447.0
12999990,1317.0,1435.0,1450.0,1478.0
13102574,1293.0,1419.0,1417.0,1558.0
13199987,1298.0,1414.0,1481.0,1497.0
13300006,1382.0,1344.0,1555.0,1445.0
13402496,1362.0,1414.0,1531.0,1431.0
13499999,1292.0,1472.0,1424.0,1548.0
13604987,1417.0,1350.0,1446.0,1493.0
13699991,1404.0,1343.0,1438.0,1481.0
13802522,1329.0,1391.0,1520.0,1446.0
13899990,1441.0,1307.0,1492.0,1450.0
14000026,1369.0,1336.0,1409.0,1459.0
14102525,1351.0,1336.0,1390.0,1467.0
14200026,1277.0,1366.0,1458.0,1439.0
14302506,1269.0,1398.0,1410.0,1470.0
14400020,1243.0,1455.0,1506.0,1418.0
14502517,1554.0,1196.0,1436.0,1468.0
14600019,1417.0,1324.0,1443.0,1496.0
14700042,1305.0,1466.0,1481.0,1477.0
14802504,1389.0,1400.0,1442.0,1521.0
14899984,1290.0,1480.0,1471.0,1533.0
15002476,1374.0,1416.0,1482.0,1519.0
15099998,1418.0,1366.0,1410.0,1599.0
15202529,1392.0,1375.0,1572.0,1448.0
15299980,1299.0,1416.0,1458.0,1524.0
