timestamp,output[0],output[1],output[2],output[3]
13399981,1424.0,1453.0,1467.0,1681.0
13499970,1461.0,1434.0,1641.0,1479.0
13604962,1492.0,1493.0,1577.0,1469.0
13699998,1452.0,1481.0,1486.0,1618.0
13802542,1415.0,1466.0,1492.0,1678.0
13899957,1465.0,1420.0,1560.0,1639.0
13999982,1570.0,1439.0,1619.0,1472.0
14102519,1584.0,1374.0,1695.0,1447.0
14199955,1503.0,1447.0,1496.0,1654.0
14304959,1524.0,1366.0,1567.0,1640.0
14399972,1385.0,1514.0,1607.0,1522.0
14502491,1570.0,1420.0,1603.0,1435.0
14599955,1457.0,1429.0,1462.0,1674.0
14699985,1390.0,1418.0,1502.0,1670.0
14802511,1280.0,1560.0,1465.0,1691.0
14899974,1516.0,1423.0,1511.0,1578.0
15004952,1461.0,1387.0,1550.0,1591.0
15100055,1448.0,1431.0,1666.0,1441.0
15204999,1445.0,1440.0,1528.0,1579.0
15300002,1502.0,1394.0,1589.0,1544.0
15400016,1422.0,1434.0,1737.0,1462.0
15499634,1555.0,1347.0,1699.0,1460.0
15599964,1403.0,1390.0,1541.0,1727.0
15704961,1396.0,1399.0,1580.0,1686.0
15800014,1361.0,1449.0,1621.0,1633.0
15902507,1442.0,1421.0,1598.0,1587.0
15999967,1506.0,1391.0,1581.0,1564.0
16099972,1303.0,1454.0,1648.0,1607.0
16202516,1480.0,1446.0,1479.0,1568.0
16299981,1407.0,1411.0,1494.0,1660.0
16405017,1441.0,1416.0,1662.0,1454.0
16500029,1509.0,1396.0,1559.0,1512.0
16602556,1346.0,1443.0,1574.0,1610.0
16699966,1431.0,1398.0,1603.0,1564.0
16799987,1496.0,1391.0,1673.0,1452.0
16902528,1481.0,1489.0,1614.0,1431.0
16999991,1418.0,1443.0,1605.0,1519.0
17105016,1378.0,1548.0,1502.0,1535.0
17199979,1442.0,1446.0,1495.0,1534.0
17302505,1274.0,1483.0,1503.0,1696.0
17399952,1395.0,1470.0,1678.0,1488.0
17499961,1605.0,1312.0,1599.0,1519.0
17599984,1417.0,1366.0,1665.0,1584.0
17699954,1437.0,1495.0,1631.0,1478.0
17800132,1606.0,1614.0,1687.0,1128.0
17899986,1367.0,1430.0,1630.0,1560.0
18002515,1414.0,1458.0,1545.0,1599.0
18099961,1444.0,1393.0,1562.0,1655.0
18199992,1488.0,1476.0,1633.0,1451.0
18302515,1383.0,1490.0,1508.0,1621.0
18399972,1338.0,1484.0,1613.0,1561.0
18504996,1326.0,1496.0,1593.0,1558.0
18600093,1396.0,1437.0,1597.0,1503.0
18702582,1390.0,1416.0,1602.0,1458.0
18799961,1490.0,1388.0,1581.0,1390.0
18899963,1312.0,1447.0,1719.0,1358.0
19000000,1355.0,1478.0,1443.0,1506.0
19100050,1261.0,1470.0,1560.0,1369.0
19204965,1245.0,1388.0,1529.0,1368.0
19299981,1280.0,1283.0,1483.0,1276.0
19402520,1209.0,1159.0,1445.0,1092.0
19499988,1202.0,1050.0,1202.0,1050.0
19602514,1200.0,1050.0,1203.0,1051.0
19699993,1202.0,1050.0,1202.0,1050.0
19799975,1188.0,1050.0,1209.0,1057.0
19904959,1192.0,1050.0,1207.0,1055.0
19999989,1196.0,1050.0,1205.0,1053.0
20102503,1190.0,1050.0,1208.0,1056.0
20199979,1202.0,1050.0,1202.0,1050.0
20299609,1202.0,1050.0,1202.0,1050.0
20402494,1201.0,1050.0,1201.0,1050.0
20499955,1192.0,1050.0,1192.0,1050.0
20604950,1182.0,1050.0,1182.0,1050.0
20699962,1173.0,1050.0,1173.0,1050.0
20802443,1163.0,1050.0,1163.0,1050.0
20899956,1154.0,1050.0,1154.0,1050.0
21002471,1144.0,1050.0,1144.0,1050.0
21102514,1135.0,1050.0,1135.0,1050.0
21199947,1125.0,1050.0,1125.0,1050.0
21304953,1115.0,1050.0,1115.0,1050.0
21399607,1106.0,1050.0,1106.0,1050.0
21502517,1097.0,1050.0,1097.0,1050.0
21599980,1087.0,1050.0,1087.0,1050.0
21699547,1078.0,1050.0,1078.0,1050.0
