timestamp,output[0]
0,1200.0
104950,1200.0
202405,1200.0
304946,1200.0
402416,1200.0
504895,1200.0
599893,1206.0
702394,1205.0
804910,1205.0
902412,1204.0
1004897,1205.0
1099909,1205.0
1204889,1205.0
1307395,1206.0
1402412,1205.0
1504907,1208.0
1602468,1220.0
1704896,1221.0
1802415,1221.0
1904954,1223.0
2004906,1225.0
2102401,1227.0
2204972,1229.0
2302419,1229.0
2407403,1229.0
2502410,1228.0
2607439,1239.0
2704890,1248.0
2802387,1253.0
2904904,1252.0
3002406,1255.0
3104902,1268.0
3199907,1272.0
3304911,1275.0
3404882,1276.0
3502448,1277.0
3604900,1282.0
3702399,1284.0
3804968,1285.0
3902408,1292.0
4004894,1302.0
4104911,1309.0
4202434,1309.0
4305002,1313.0
4402419,1313.0
4504922,1318.0
4602392,1321.0
4704890,1332.0
4802408,1338.0
4902392,1341.0
5004918,1350.0
5102387,1355.0
5204925,1355.0
5299908,1363.0
5404927,1355.0
5504953,1365.0
5602419,1368.0
5704902,1379.0
5802472,1382.0
5904895,1377.0
6002424,1385.0
6104908,1380.0
6204901,1383.0
6302441,1375.0
6404948,1380.0
6502410,1376.0
6604890,1380.0
6699901,1379.0
6804903,1378.0
6904883,1374.0
7004892,1369.0
7104890,1377.0
7202408,1374.0
7304899,1367.0
7399982,1370.0
7504908,1373.0
7604889,1369.0
7702448,1367.0
7804892,1362.0
7902415,1363.0
8004909,1369.0
8102470,1367.0
8204904,1362.0
8304898,1359.0
8402429,1363.0
8505041,1355.0
8602388,1362.0
8704898,1356.0
8799901,1364.0
8904889,1358.0
9004886,1364.0
9102391,1362.0
9204916,1370.0
9302433,1375.0
9404492,1386.0
9499897,1387.0
9604891,1385.0
9704961,1389.0
9802402,1379.0
9907442,1379.0
10002413,1381.0
10104900,1379.0
10202407,1376.0
10304903,1376.0
10404882,1384.0
10502404,1383.0
10604992,1379.0
10702403,1382.0
10804890,1375.0
10899892,1371.0
11004947,1369.0
11104889,1369.0
11202432,1356.0
11304977,1355.0
11402489,1345.0
11504884,1344.0
11599952,1346.0
11704934,1349.0
11804929,1342.0
11902407,1348.0
12004949,1341.0
12102460,1345.0
12204947,1342.0
12302403,1344.0
12404909,1340.0
12504907,1337.0
12602400,1335.0
12707418,1334.0
12802394,1328.0
12904903,1320.0
13002394,1313.0
13104889,1310.0
13204929,1310.0
13302391,1314.0
13404936,1311.0
13502403,1310.0
13604954,1307.0
13702545,1309.0
13804905,1307.0
13904952,1306.0
14002429,1305.0
14104908,1302.0
14202416,1305.0
14304891,1302.0
14402419,1303.0
14504888,1300.0
14604885,1299.0
14702401,1299.0
14804940,1299.0
14902391,1297.0
15004900,1299.0
15099904,1297.0
15204946,1293.0
15304887,1292.0
15404882,1285.0
15504946,1281.0
15602396,1280.0
15704893,1273.0
15799907,1268.0
15904907,1270.0
16004896,1266.0
16102412,1267.0
16204883,1264.0
16302394,1264.0
16404880,1258.0
16502415,1254.0
16604882,1248.0
16704912,1243.0
16802532,1236.0
16904969,1235.0
17002389,1236.0
17104935,1233.0
17199883,1235.0
17304894,1233.0
17404929,1232.0
17502489,1231.0
17604900,1212.0
17702407,1200.0
17804931,1200.0
17899927,1200.0
18004922,1200.0
18104889,1200.0
18202416,1200.0
18304884,1200.0
18402411,1200.0
18504882,1200.0
18602397,1200.0
18704880,1200.0
18804889,1200.0
18902013,1200.0
19004978,1200.0
19102420,1200.0
19204888,1200.0
