timestamp,output[0]
0,1200.0
102471,1200.0
199986,1200.0
302048,1200.0
402493,1200.0
502624,1200.0
602448,1204.0
699943,1203.0
802475,1204.0
899953,1204.0
1002464,1203.0
1099942,1204.0
1199959,1205.0
1299951,1203.0
1399639,1205.0
1500014,1203.0
1599959,1204.0
1702461,1215.0
1802523,1224.0
1900073,1227.0
2002458,1229.0
2100011,1227.0
2202463,1225.0
2299977,1228.0
2400032,1229.0
2502511,1228.0
2599971,1228.0
2702442,1228.0
2799995,1226.0
2902443,1228.0
2999965,1236.0
3102459,1235.0
3202460,1254.0
3299990,1256.0
3402492,1259.0
3500089,1259.0
3602463,1253.0
3699971,1249.0
3802546,1234.0
3899958,1225.0
3999973,1225.0
4100010,1229.0
4199982,1240.0
4302459,1261.0
4399973,1282.0
4502458,1300.0
4602497,1317.0
4699964,1350.0
4802446,1384.0
4899962,1389.0
5002450,1371.0
5099953,1348.0
5199957,1309.0
5302454,1302.0
5400006,1298.0
5502449,1302.0
5599996,1298.0
5702511,1305.0
5799961,1332.0
5902456,1350.0
6002473,1378.0
6099997,1379.0
6202485,1376.0
6299985,1369.0
6402452,1357.0
6499971,1321.0
6602518,1295.0
6699960,1277.0
6799946,1240.0
6902446,1218.0
6999944,1217.0
7102501,1216.0
7199966,1215.0
7302466,1229.0
7402515,1249.0
7502480,1258.0
7602450,1257.0
7700014,1256.0
7802467,1254.0
7899961,1247.0
8002481,1222.0
8102469,1218.0
8199936,1244.0
8302462,1232.0
8399965,1212.0
8502449,1215.0
8599957,1244.0
8702459,1271.0
8802507,1276.0
8899953,1236.0
9002444,1205.0
9099959,1218.0
9202444,1267.0
9299994,1307.0
9402444,1326.0
9502466,1334.0
9599954,1335.0
9702530,1336.0
9800092,1335.0
9899978,1329.0
9999551,1327.0
10102465,1332.0
10202464,1326.0
10299970,1327.0
10402460,1320.0
10499971,1322.0
10602460,1313.0
10699967,1304.0
10802451,1274.0
10902550,1262.0
10999953,1263.0
11102460,1263.0
11199957,1262.0
11302507,1259.0
11399945,1259.0
11502468,1257.0
11602502,1256.0
11700048,1256.0
11802458,1255.0
11900068,1254.0
12002517,1253.0
12099993,1252.0
12202460,1251.0
12302453,1252.0
12402466,1253.0
12499974,1262.0
12599975,1266.0
12692469,1271.0
12799954,1281.0
12902454,1283.0
13002508,1283.0
13099945,1288.0
13202456,1290.0
13300011,1307.0
13402447,1314.0
13499969,1311.0
13602511,1309.0
13702480,1311.0
13799960,1308.0
13902458,1308.0
14000048,1305.0
14102465,1302.0
14199968,1302.0
14302487,1301.0
14402451,1303.0
14499946,1299.0
14602451,1299.0
14699959,1298.0
14802450,1299.0
14899945,1297.0
15002457,1294.0
15102505,1303.0
15202481,1308.0
15302445,1315.0
15399958,1315.0
15502470,1317.0
15600027,1323.0
15702468,1321.0
15802483,1324.0
15899985,1326.0
16002483,1329.0
16100050,1326.0
16202470,1322.0
16299945,1326.0
16402454,1321.0
16502444,1319.0
16602471,1317.0
16702444,1320.0
16799974,1320.0
16902452,1325.0
16999959,1325.0
17102456,1331.0
17202523,1331.0
17299960,1330.0
17402479,1324.0
17499989,1323.0
17602454,1324.0
17699965,1325.0
17802455,1325.0
17902501,1323.0
17999968,1321.0
18102464,1314.0
18200024,1301.0
18299964,1293.0
18399943,1274.0
18499971,1261.0
18602445,1245.0
18699953,1244.0
18802444,1242.0
18899982,1241.0
19002446,1241.0
19099971,1249.0
19199622,1266.0
19302503,1279.0
19399955,1291.0
19502547,1292.0
19599958,1296.0
19702492,1304.0
19799971,1308.0
19902536,1311.0
20002484,1307.0
20099988,1311.0
20202445,1309.0
20300017,1305.0
20402473,1305.0
20499964,1296.0
20602528,1281.0
20699959,1263.0
20799945,1245.0
20902489,1235.0
20999971,1229.0
21099969,1230.0
21199960,1246.0
21302498,1274.0
21402495,1300.0
21500025,1323.0
21602501,1341.0
21699967,1359.0
21802506,1365.0
21899980,1368.0
22002464,1376.0
22102472,1372.0
22199946,1361.0
22302476,1342.0
22399996,1305.0
22502468,1268.0
22599967,1223.0
22702469,1200.0
22802462,1200.0
22902462,1200.0
23002455,1200.0
23100012,1200.0
23202452,1200.0
23300002,1200.0
23402523,1200.0
23502564,1200.0
23599971,1200.0
23702458,1200.0
23799969,1200.0
23900002,1200.0
23999964,1200.0
24099942,1200.0
24202454,1200.0
24299942,1200.0
24402462,1200.0
24500049,1200.0
24602457,1200.0
24699979,1200.0
24802452,1200.0
