timestamp,output[0]
0,1200.0
399981,1200.0
502563,1204.0
602494,1204.0
702486,1206.0
802476,1204.0
899986,1205.0
1002478,1204.0
1202482,1205.0
1302474,1204.0
1402449,1205.0
1502471,1204.0
1599986,1205.0
1702515,1206.0
1799981,1205.0
1902464,1206.0
2002497,1206.0
2105036,1207.0
2202535,1213.0
2299991,1216.0
2402573,1216.0
2500048,1216.0
2602511,1217.0
2699979,1218.0
2802507,1220.0
2902535,1228.0
2999979,1239.0
3102483,1239.0
3199968,1240.0
3302499,1240.0
3402469,1244.0
3502471,1242.0
3602508,1242.0
3699993,1246.0
3802464,1250.0
3899965,1258.0
4002481,1263.0
4102580,1268.0
4202471,1266.0
4302481,1273.0
4400041,1273.0
4502590,1274.0
4599975,1278.0
4704983,1277.0
4802487,1280.0
4902471,1280.0
5002475,1281.0
5100027,1283.0
5202488,1285.0
5299972,1286.0
5402480,1290.0
5502535,1291.0
5602487,1288.0
5702479,1286.0
5799991,1285.0
5902524,1282.0
6000048,1284.0
6102464,1281.0
6202479,1281.0
6302474,1280.0
6402548,1280.0
6499978,1279.0
6602524,1278.0
6700042,1279.0
6802497,1278.0
6902482,1277.0
7002476,1277.0
7102462,1273.0
7199997,1272.0
7302471,1272.0
7399991,1274.0
7502464,1272.0
7602469,1269.0
7702485,1271.0
7802488,1270.0
7899992,1269.0
8002524,1269.0
8099968,1265.0
8202461,1271.0
8302519,1279.0
8402471,1281.0
8502470,1283.0
8599596,1290.0
8702555,1299.0
8799982,1301.0
8902479,1308.0
9002492,1318.0
9102464,1325.0
9202467,1328.0
9299971,1324.0
9402467,1330.0
9499978,1330.0
9602461,1325.0
9702476,1325.0
9802466,1322.0
9902513,1321.0
9999983,1321.0
10102471,1324.0
10199991,1319.0
10302556,1321.0
10399982,1317.0
10502477,1321.0
10602509,1319.0
10694985,1323.0
10802532,1319.0
10899982,1321.0
11002468,1323.0
11102472,1327.0
11202491,1329.0
11302459,1333.0
11399983,1330.0
11502495,1325.0
11599967,1326.0
11702481,1324.0
11802504,1326.0
11902524,1327.0
12002483,1329.0
12102554,1329.0
12202528,1326.0
12299973,1334.0
12402472,1327.0
12502483,1325.0
12602477,1327.0
12702476,1327.0
12799997,1327.0
12902532,1326.0
12999971,1327.0
13102468,1323.0
13202486,1321.0
13302459,1321.0
13402480,1320.0
13499965,1322.0
13602482,1307.0
13699964,1296.0
13802530,1284.0
13902478,1272.0
14002473,1265.0
14102546,1261.0
14199984,1255.0
14302471,1245.0
14399978,1239.0
14502509,1230.0
14602512,1208.0
14702474,1202.0
14802466,1200.0
14899976,1200.0
15002560,1200.0
15099967,1200.0
15202457,1200.0
15302484,1200.0
15402460,1200.0
15502485,1200.0
15599964,1200.0
15702500,1200.0
15792531,1200.0
15902482,1200.0
