timestamp,output[0]
0,1200.0
104963,1200.0
202424,1200.0
305007,1200.0
399945,1200.0
504911,1200.0
604902,1204.0
702431,1205.0
804898,1204.0
902411,1205.0
1004904,1203.0
1099899,1203.0
1204894,1206.0
1304905,1205.0
1402433,1204.0
1504904,1206.0
1602466,1204.0
1704898,1205.0
1802435,1204.0
1904951,1204.0
2004907,1206.0
2102407,1204.0
2204960,1206.0
2302425,1213.0
2404898,1225.0
2499956,1242.0
2604890,1258.0
2704897,1267.0
2802464,1280.0
2904907,1302.0
3002408,1307.0
3104896,1313.0
3199896,1318.0
3304934,1331.0
3404894,1341.0
3504941,1343.0
3604993,1345.0
3702404,1364.0
3804932,1379.0
3899997,1394.0
4004898,1403.0
4104921,1399.0
4202469,1400.0
4305007,1405.0
4402411,1405.0
4504902,1410.0
4599907,1403.0
4704906,1407.0
4804893,1404.0
4902400,1406.0
5004899,1399.0
5102398,1381.0
5204890,1362.0
5299898,1352.0
5404934,1347.0
5504958,1344.0
5602419,1331.0
5704903,1308.0
5802466,1292.0
5904897,1257.0
6002415,1238.0
6104925,1232.0
6204907,1238.0
6302416,1244.0
6404958,1240.0
6502421,1240.0
6602414,1243.0
6699905,1256.0
6804902,1304.0
6904904,1338.0
7002401,1416.0
7104912,1452.0
7202414,1463.0
7307394,1437.0
7399960,1395.0
7504899,1361.0
7604902,1337.0
7702436,1310.0
7804902,1296.0
7902405,1288.0
8004899,1292.0
8099940,1345.0
8204903,1443.0
8304909,1484.0
8402413,1456.0
8505012,1395.0
8602463,1368.0
8704892,1355.0
8799907,1349.0
8904905,1317.0
9004905,1283.0
9102422,1214.0
9204896,1212.0
9302434,1211.0
9404890,1209.0
9502450,1209.0
9604900,1207.0
9704962,1206.0
9802426,1257.0
9904903,1439.0
10002420,1507.0
10104909,1508.0
10199907,1349.0
10304910,1243.0
10404905,1200.0
10502409,1200.0
10604984,1200.0
10702415,1235.0
10804893,1317.0
10899895,1413.0
11004893,1585.0
11104895,1609.0
11204894,1511.0
11304986,1322.0
11402397,1227.0
11504889,1200.0
11599946,1200.0
11704914,1200.0
11804914,1200.0
11902415,1200.0
12004957,1207.0
12102382,1244.0
12204912,1363.0
12299898,1388.0
12404890,1263.0
12504891,1200.0
12602406,1200.0
12704951,1200.0
12802414,1200.0
12907367,1202.0
12999909,1418.0
13104935,1588.0
13204936,1645.0
13302395,1564.0
13404938,1313.0
13502401,1200.0
13604965,1200.0
13699930,1200.0
13804927,1200.0
13904934,1215.0
14002422,1349.0
14104909,1593.0
14202420,1651.0
14304891,1568.0
14402409,1407.0
14504896,1265.0
14604887,1200.0
14702407,1200.0
14804969,1200.0
14902395,1200.0
15004891,1200.0
15099896,1200.0
15204950,1200.0
15304906,1349.0
15402417,1609.0
15505016,1609.0
15602401,1270.0
15704907,1200.0
15799916,1200.0
15904914,1200.0
16004915,1200.0
16102426,1200.0
16204890,1200.0
16302415,1200.0
16404889,1200.0
16499905,1200.0
16604887,1200.0
16699902,1200.0
16802409,1200.0
16904980,1200.0
17002401,1200.0
17104969,1200.0
17202406,1200.0
17304893,1200.0
17404942,1200.0
17502406,1200.0
17604974,1200.0
17702403,1200.0
17804955,1200.0
17902511,1200.0
18004928,1200.0
18104897,1200.0
18202405,1200.0
18304957,1200.0
18402397,1200.0
18504946,1200.0
18599910,1200.0
18704906,1200.0
18804903,1200.0
18904936,1200.0
19004976,1200.0
19102394,1200.0
19204911,1200.0
