timestamp,output[0]
0,1200.0
102547,1200.0
202498,1200.0
307570,1200.0
399991,1200.0
502474,1206.0
602470,1205.0
702468,1206.0
802487,1206.0
902474,1205.0
1002465,1206.0
1099983,1207.0
1202524,1206.0
1302467,1206.0
1402464,1204.0
1502513,1207.0
1602473,1205.0
1702475,1206.0
1799987,1214.0
1902537,1215.0
2002491,1220.0
2102493,1227.0
2202479,1240.0
2302488,1254.0
2402480,1268.0
2499973,1282.0
2602501,1313.0
2702494,1328.0
2802465,1343.0
2902493,1379.0
3002472,1409.0
3102514,1408.0
3199985,1403.0
3302474,1390.0
3402472,1363.0
3502536,1350.0
3602505,1326.0
3702503,1318.0
3802508,1312.0
3899604,1302.0
4002554,1302.0
4102488,1307.0
4202096,1310.0
4302482,1326.0
4394970,1331.0
4502495,1347.0
4602471,1369.0
4702495,1395.0
4802466,1407.0
4902471,1443.0
5002484,1476.0
5102535,1489.0
5202466,1480.0
5300008,1455.0
5402534,1437.0
5502473,1438.0
5602478,1439.0
5702510,1439.0
5802540,1442.0
5902478,1425.0
6000004,1407.0
6102581,1379.0
6202468,1373.0
6302465,1348.0
6402473,1332.0
6502466,1320.0
6602476,1314.0
6699986,1299.0
6802505,1283.0
6902485,1262.0
7005004,1255.0
7102475,1253.0
7202493,1255.0
7302470,1255.0
7400055,1276.0
7502489,1302.0
7602480,1320.0
7702509,1359.0
7802535,1393.0
7902477,1425.0
8002488,1437.0
8099985,1426.0
8202541,1412.0
8302482,1390.0
8402471,1357.0
8502518,1333.0
8602480,1317.0
8702561,1344.0
8799981,1390.0
8902525,1437.0
9002536,1462.0
9102500,1492.0
9202500,1481.0
9302560,1444.0
9402549,1405.0
9499991,1366.0
9602488,1318.0
9702525,1296.0
9802509,1307.0
9902511,1342.0
10002482,1378.0
10102541,1394.0
10199986,1393.0
10302583,1376.0
10402523,1347.0
10502503,1300.0
10602473,1273.0
10702476,1239.0
10802473,1209.0
10900010,1200.0
11002473,1200.0
11102492,1200.0
11202507,1200.0
11302541,1200.0
11402481,1200.0
11502485,1200.0
11600034,1200.0
11702560,1200.0
11802488,1200.0
11902485,1200.0
12002476,1200.0
12102467,1200.0
