timestamp,output[0]
0,1200.0
100027,1200.0
198264,1200.0
302518,1200.0
403700,1200.0
499943,1202.0
602411,1204.0
699963,1204.0
802416,1205.0
899923,1205.0
1002433,1213.0
1102450,1220.0
1199904,1230.0
1302418,1230.0
1399905,1230.0
1502430,1232.0
1599930,1232.0
1702421,1231.0
1802413,1231.0
1899934,1232.0
2002459,1231.0
2100008,1231.0
2202432,1230.0
2299952,1232.0
2399928,1234.0
2502421,1254.0
2599934,1262.0
2702471,1266.0
2799957,1271.0
2902420,1279.0
2999917,1289.0
3102424,1292.0
3202508,1296.0
3299914,1296.0
3402434,1294.0
3499907,1294.0
3602404,1298.0
3699921,1298.0
3802409,1300.0
3899917,1294.0
3999927,1289.0
4102413,1290.0
4199977,1282.0
4302449,1274.0
4400053,1271.0
4502414,1265.0
4602415,1261.0
4699957,1262.0
4802426,1282.0
4899933,1293.0
5002425,1293.0
5099935,1301.0
5199924,1311.0
5302471,1325.0
5399924,1327.0
5502422,1320.0
5599926,1318.0
5702414,1309.0
5799934,1302.0
5902432,1287.0
6002482,1284.0
6099906,1276.0
6202428,1263.0
6299991,1245.0
6402497,1230.0
6499920,1230.0
6602440,1227.0
6702483,1232.0
6802029,1242.0
6902422,1246.0
6999969,1248.0
7102018,1247.0
7199939,1245.0
7302418,1233.0
7402516,1219.0
7499931,1203.0
7602418,1201.0
7699944,1200.0
7802408,1200.0
7899925,1201.0
7999944,1200.0
8102412,1200.0
8199933,1200.0
8302462,1200.0
8400009,1200.0
8502419,1201.0
8599927,1200.0
8702463,1200.0
8802431,1201.0
8899934,1200.0
